Voos,Companhia.Aerea,Codigo.Tipo.Linha,Partida.Prevista,Partida.Real,Chegada.Prevista,Chegada.Real,Situacao.Voo,Codigo.Justificativa,Aeroporto.Origem,Cidade.Origem,Estado.Origem,Pais.Origem,Aeroporto.Destino,Cidade.Destino,Estado.Destino,Pais.Destino,LongDest,LatDest,LongOrig,LatOrig
GLO - 2069,GOL,Nacional,2016-05-01 22:55:00+00:00,2016-05-01T22:55:00Z,2016-05-02T00:00:00Z,2016-05-02T00:00:00Z,Realizado,,Pinto Martins,Fortaleza,CE,Brasil,Governador Aluizio Alves,Natal,RN,Brasil,-35.3673819,-5.7683702,-38.5330966,-3.7771555
TAM - 8030,TAM,Internacional,2016-05-01 21:20:00+00:00,2016-05-01T21:20:00Z,2016-05-02T00:01:00Z,2016-05-02T00:01:00Z,Realizado,,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,Montevideu,Montevideu,N/I,Uruguai,-56.0302418,-34.8371859,-46.478126,-23.4345529
AZU - 4980,AZUL,Nacional,2016-05-01 21:59:00+00:00,2016-05-01T21:59:00Z,2016-05-02T00:01:00Z,2016-05-02T00:01:00Z,Realizado,,Guararapes - Gilberto Freyre,Recife,PE,Brasil,Marechal Cunha Machado,Sao Luis,MA,Brasil,-44.2348802,-2.5849927,-34.9240154,-8.1259315
GLO - 6643,GOL,Nacional,2016-05-01 21:30:00+00:00,2016-05-01T21:30:00Z,2016-05-02T00:01:00Z,2016-05-02T00:01:00Z,Realizado,,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,Val De Cans,Belem,PA,Brasil,-48.4775227,-1.3820615,-47.9172348,-15.8697369
GLO - 1905,GOL,Nacional,2016-05-01 22:54:00+00:00,2016-05-01T23:06:00Z,2016-05-02T00:02:00Z,2016-05-02T00:18:00Z,Realizado,AEROPORTO ORIGEM ABAIXO DOS LIMITES,Guararapes - Gilberto Freyre,Recife,PE,Brasil,Pinto Martins,Fortaleza,CE,Brasil,-38.5330966,-3.7771555,-34.9240154,-8.1259315
ONE - 6074,AVIANCA BRASIL,Nacional,2016-05-01 21:40:00+00:00,2016-05-01T21:40:00Z,2016-05-02T00:03:00Z,2016-05-02T00:03:00Z,Realizado,,Congonhas,Sao Paulo,SP,Brasil,Deputado Luis Eduardo Magalhaes,Salvador,BA,Brasil,-38.3312411,-12.9110977,-46.6565842,-23.6273246
GLO - 6642,GOL,Nacional,2016-05-01 21:10:00+00:00,2016-05-01T21:10:00Z,2016-05-02T00:05:00Z,2016-05-02T00:27:00Z,Realizado,AEROPORTO COM RESTRICOES OPERACIONAIS,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,Governador Jorge Teixeira De Oliveira,Porto Velho,RO,Brasil,-63.89832,-8.7141702,-47.9172348,-15.8697369
AZU - 2786,AZUL,Regional,2016-05-01 22:45:00+00:00,2016-05-01T22:45:00Z,2016-05-02T00:05:00Z,2016-05-02T00:05:00Z,Realizado,,Viracopos,Campinas,SP,Brasil,Hercilio Luz,Florianopolis,SC,Brasil,-48.5459657,-27.670118,-47.1375685,-23.008205
AZU - 2606,AZUL,Nacional,2016-05-01 22:35:00+00:00,2016-05-01T22:33:00Z,2016-05-02T00:05:00Z,2016-05-02T00:01:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Viracopos,Campinas,SP,Brasil,Regional Da Zona Da Mata,Goiana,MG,Brasil,-43.1709909,-21.5143268,-47.1375685,-23.008205
AZU - 4292,AZUL,Nacional,2016-05-01 22:55:00+00:00,2016-05-01T22:46:00Z,2016-05-02T00:05:00Z,2016-05-02T00:00:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Viracopos,Campinas,SP,Brasil,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Brasil,-43.2494233,-22.8134098,-47.1375685,-23.008205
TAM - 3822,TAM,Nacional,2016-05-01 22:00:00+00:00,2016-05-01T22:00:00Z,2016-05-02T00:09:00Z,2016-05-02T00:09:00Z,Realizado,,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,Senador Petronio Portella,Teresina,PI,Brasil,-42.8211703,-5.0635434,-47.9172348,-15.8697369
LPE - 2442,LAN PERU S/A,Internacional,2016-05-01 19:45:00+00:00,2016-05-01T19:45:00Z,2016-05-02T00:10:00Z,2016-05-02T00:10:00Z,Realizado,,Cataratas,Foz Do Iguacu,PR,Brasil,Lima,Lima,N/I,Peru,-77.1074414,-12.0436644,-54.4909265,-25.5938142
ONE - 6313,AVIANCA BRASIL,Nacional,2016-05-01 21:43:00+00:00,2016-05-01T21:43:00Z,2016-05-02T00:10:00Z,2016-05-02T00:10:00Z,Realizado,,Deputado Luis Eduardo Magalhaes,Salvador,BA,Brasil,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,-46.478126,-23.4345529,-38.3312411,-12.9110977
ONE - 6258,AVIANCA BRASIL,Nacional,2016-05-01 21:40:00+00:00,2016-05-01T21:40:00Z,2016-05-02T00:10:00Z,2016-05-02T00:10:00Z,Realizado,,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,Deputado Luis Eduardo Magalhaes,Salvador,BA,Brasil,-38.3312411,-12.9110977,-46.478126,-23.4345529
